Sentences,class
වර්ණ ඊයේ විචිත්‍රවත් පින්තූරය වෙත එකතු විය.,correct
මණ්ඩලය අද කාර්ය සූදානම් විය.,correct
සංශෝධන හෙට නව පාර්ලිමේන්තුවේදී සාකච්ඡා විය.,correct
දක්ෂතාවය නිසා ඔහු ඉදිරියේදී ඉහළට යනු ඇත.,correct
ලේකම්වරයා දෛනිකව වාර්තා සකස් කළේය.,correct
ඔවුන් අද නිර්භීතව සත්‍යය සෙවූහ.,correct
ගුරුවරයා නිතර නව පාඩම් ඉගැන්වීය.,correct
දරුවෝ සවස ගමේ ක්‍රීඩා කළහ.,correct
මහජනතාව නිරතුරුව යහපත් පාලනයක් පැතූහ.,correct
සූර්යයා සවස දිප්තිමත්ව බැබළුණේය.,correct
අධිකාරිය ඊයේ නව නීති ප්‍රකාශ කළේය.,correct
ප්‍රදේශවාසීහු නිරතුරුව සහනය සැලසූහ.,correct
නගරය පෙරේදා විශාල හානියක් වින්දේය.,correct
වෛද්‍යවරයා අද දින රෝගියා පරීක්ෂා කළේය.,correct
නිලධාරීහු ඉදිරියේදී විශේෂ කාර්යයන් ඉටු කළහ.,correct
රාජ්‍ය සේවය සැමදා සතුටින් ඉටු කළෝය.,correct
ව්‍යවස්ථාවක් ඊයේ පාර්ලිමේන්තුවේ පිළිගනු ලැබීය.,correct
වෙළඳාම අද විදේශ වෙළඳපොළ වෙත විහිදෙන්නේය.,correct
රජවරු නිතර අතීතයේදී යුද්ධ කළෝය.,correct
ජනතාව නිරතුරුව අද දින නගරය බලා යන්නේය.,correct
පක්ෂ හෙට සිය අදහස් ප්‍රකාශ කරනු ඇත.,correct
සභාපතිවරයා අද නව කාර්යයන් ආරම්භ කළේය.,correct
තොරතුරු හෙට පුවත්පත් මගින් ලැබෙනු ඇත.,correct
රාජ්‍ය නිලධාරීන් ඊයේ රාජකාරි කාරණා විමසා බලති.,correct
අපගේ තීරණය නිරතුරුව මුළු දේශය වෙතම බලපෑමක් විය.,correct
පණ්ඩිතයන් සැමදා උගත් ප්‍රඥාව මනාව පරිශීලනය කළෝය.,correct
සංචාරකයා ඊයේ රමණීය දර්ශන බැලීමට කන්ද නැග්ගේය.,correct
ඔහු පෙරේදා සිය කුඩා අධ්‍යාපන කරුණු පසුපස ගියේය.,correct
කාර්යාලයේ සිටින සියල්ලෝම හෙට නව ව්‍යාපෘතිය පිළිගනිති.,correct
වාර්තාව අද නියමිත කාලය තුළ ඉදිරිපත් කිරීම අවශ්‍ය වේ.,correct
දරුවන් දෛනිකව ගමේ ඇළ අසල සෙල්ලම් කළහ.,correct
ලේකම්වරයා ඊයේ මණ්ඩලය වෙත නව තොරතුරු දැන්වීය.,correct
ශිෂ්‍යයා අද පාසලේ කර්තව්‍යයන් සම්පූර්ණ කළේය.,correct
වරදි ඊයේ කළින් කළ පිළිබඳව සමාව ඇයැද සිටියේය.,correct
විද්‍යාලය සැමදා අපගේ ක්ෂේත්‍රයේ ඉහළට නැඟී සිටියේය.,correct
දරුවෝ දෛනිකව ග්‍රාමීය පාසල වෙත පැමිණීමට යුහුසුළු වෙති.,correct
සිද්ධිය පෙරේදා ඓතිහාසික මුළු දේශයම හඳුනාගෙන ඇත.,correct
ආණ්ඩුවක් නිරතුරුව යහපත් ජනතාවගේ දේ සැලකිල්ලට ගනී.,correct
ව්‍යාපෘති හෙට පරිසරය සුරැකීම වෙනුවෙන් ක්‍රියාත්මක විය.,correct
මහාචාර්යවරයා අද නව පර්යේෂණ නිමිත්තෙන් සිටියේය.,correct
මිල නිරතුරුවම වෙළඳ පොළේ භාණ්ඩ ඉහළ යමින් තිබුණි.,correct
ඔවුන් ඊයේ විවිධ දේශපාලන ප්‍රශ්න ගැඹුරින් සාකච්ඡා කළෝය.,correct
සංස්කෘතිය සැමදා ජාතික අපගේ ආත්මය බවට පත්වී ඇත.,correct
සූර්යයා උදෑසන උදාවන විට මහා අලෝකයක් පැතිරෙන්නේය.,correct
ආදායම නිරතුරුවම රාජ්‍ය ඉහළ නැංවීමට උත්සාහ කෙරේ.,correct
දර්ශනය සැමදා අපගේ මුළු ලෝකයාටම යහපතක් විය.,correct
ක්‍රමයක් හෙට නව අධ්‍යාපන පාසල්වල ආරම්භ කරන ලදී.,correct
ශාලා ඊයේ විශාල කර්මාන්ත මෙරට තුළ පිහිටුවන ලදී.,correct
ලේඛකයා ඊයේ සිය නව ග්‍රන්ථය මුද්‍රණය කළෝය.,correct
ගෞරවය සැමදා උපහාරය සියල්ලන්ටම ලබාදීම අත්‍යවශ්‍ය වේ.,correct
නිලධාරීහු අද සියලු ලේඛන සැකසීම වෙත යොමු විය.,correct
ජනතාව නිරතුරුව ප්‍රදේශයේ උවදුරින් පීඩාවට පත්වූහ.,correct
තොරතුරු ඊයේ සතුරාගේ ක්‍රියාකාරකම් පිළිබඳව සෙවූහ.,correct
සිසුන් දෛනිකව විද්‍යාත්මක තර්කය මනාව උපයෝගී කළහ.,correct
දෙයක්ම හෙට නියමිත කාලයේදී සම්පූර්ණ කිරීම අවශ්‍ය වේ.,correct
රෝහලේ හෙට සේවය සඳහා වෛද්‍යවරයෙක් පැමිණෙනු ඇත.,correct
දේශනය ඊයේ ඔහුගේ විශාල පිරිසක් සැලකිල්ලට ගන්නා ලදී.,correct
භික්ෂූන් අද වහන්සේලා වටිනා ධර්ම සාකච්ඡාවක් පැවැත්වූහ.,correct
